VARIABLES= "X", "Y", "C"
0.921895 0.976705 0
0.0119815 0.00531483 0
0.00531483 0.988019 0
0.988019 0.994685 0
0.994685 0.0119815 0
0.0412053 0.0432385 0
0.0376005 0.0102758 0
0.957851 0.0426919 0
0.989973 0.0376292 0
0.0820111 0.0725762 0
0.0703555 0.025499 0
0.962362 0.0848699 0
0.976964 0.0687728 0
0.130728 0.00433336 0
0.105513 0.0334399 0
0.995798 0.130949 0
0.960782 0.107666 0
0.137989 0.019873 0
0.127768 0.019684 0
0.980652 0.138713 0
0.980793 0.128431 0
0.00497956 0.06856 0
0.171305 0.00610732 0
0.930411 0.00430158 0
0.995114 0.170951 0
0.00436929 0.087635 0
0.161237 0.0124235 0
0.889511 0.0486136 0
0.98902 0.161194 0
0.0246555 0.954316 0
0.0106211 0.975924 0
0.219352 0.0105724 0
0.0217379 0.105002 0
0.236187 0.0243309 0
0.0179038 0.127779 0
0.0090789 0.161156 0
0.203215 0.119139 0
0.241783 0.0174925 0
0.0306385 0.34998 0
0.291553 0.0166945 0
0.0450629 0.157163 0
0.0349419 0.173171 0
0.313356 0.0124633 0
0.0762882 0.174392 0
0.29619 0.0249622 0
0.955339 0.974698 0
0.976096 0.989197 0
0.13652 0.313279 0
0.314048 0.0627015 0
0.328675 0.0232074 0
0.0200605 0.258533 0
0.00966632 0.259368 0
0.39113 0.103941 0
0.00502842 0.269698 0
0.338768 0.191994 0
0.89053 0.00452864 0
0.989228 0.217438 0
0.977707 0.233329 0
0.881175 0.00935366 0
0.810319 0.0115393 0
0.926023 0.238418 0
0.99442 0.25208 0
0.866871 0.082447 0
0.981843 0.295845 0
0.836492 0.0132158 0
0.829224 0.00534448 0
0.974684 0.311672 0
0.774469 0.0467339 0
0.958652 0.272221 0
0.364653 0.0242207 0
0.0556875 0.319645 0
0.91456 0.314803 0
0.776538 0.0109328 0
0.994343 0.348421 0
0.739635 0.0189038 0
0.708278 0.0175103 0
0.98364 0.379196 0
0.645396 0.0427776 0
0.844786 0.279243 0
0.413565 0.0132419 0
0.0205973 0.314808 0
0.0192622 0.374992 0
0.454596 0.0127746 0
0.37854 0.0347992 0
0.0418018 0.346368 0
0.0366408 0.379634 0
0.456531 0.0360782 0
0.498897 0.0173245 0
0.057132 0.369638 0
0.0217137 0.451845 0
0.530252 0.118912 0
0.503536 0.0234969 0
0.590911 0.0196556 0
0.46643 0.987104 0
0.567054 0.0237778 0
0.979153 0.599627 0
0.563121 0.0480923 0
0.637173 0.0809277 0
0.991362 0.420659 0
0.0233127 0.473645 0
0.620385 0.0368753 0
0.646229 0.0105021 0
0.990649 0.618223 0
0.439676 0.990586 0
0.722051 0.166301 0
0.994876 0.410711 0
0.982683 0.424469 0
0.990904 0.476759 0
0.983067 0.476463 0
0.911991 0.51166 0
0.981142 0.516648 0
0.976836 0.589571 0
0.140506 0.518735 0
0.949286 0.585013 0
0.413445 0.925774 0
0.694467 0.620472 0
0.00430003 0.486639 2.69135e-006
0.938996 0.682288 0
0.370501 0.943843 0
0.990516 0.669206 0
0.254856 0.634307 0
